0.1587
0.2463
0.34035
0.44397
0.55558
0.66338
0.77298
0.87469
0.95301
1.008
1.0654
1.1109
1.1504
1.1897
1.2307
1.2624
1.2847
1.289
1.3129
1.3355
1.3145
1.3344
1.347
1.356
1.3744
1.368
1.3658
1.3839
1.3753
1.3906
