125.98
156.94
184.49
210.71
235.71
257.56
278.03
295.75
308.71
317.49
326.4
333.3
339.17
344.92
350.82
355.3
358.42
359.02
362.33
365.44
362.56
365.29
367.01
368.24
370.73
369.86
369.57
372
370.85
372.91
